AÑO;PERIODO;FECHA DE REPORTE DE LA INFORMACIÓN;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DICTRITO;COD_CENTRO;NOMBRE DE CENTRO DE ATENCIÓN;N° DE CASOS - MUJERES;N° CASOS - VINCULO RELACIONAL - PAREJA;N° CASO - VINCULO RELACIONAL - EX PAREJA;N° CASOS - VINCULO RELACIONAL - FAMILIAR;N° CASOS - VINCULO RELACIONAL - CONOCIDO;N° CASOS  - VINCULO RELACIONAL - DESCONOCIDO;N° CASOS - VINCULO RELACIONAL - OTROS;N° CASOS DE TENTATIVA FEMINICIDIO - 0_5 - MUJERES;N° CASOS DE TENTATIVA FEMINICIDIO - 6_11 - MUJERES;N° CASOS DE TENTATIVA FEMINICIDIO - 12_17 - MUJERES;N° CASOS DE TENTATIVA FEMINICIDIO - 18_29 - MUJERES;N° CASOS DE TENTATIVA FEMINICIDIO - 30_59 - MUJERES;N° CASOS DE TENTATIVA FEMINICIDIO - 60_MÁS - MUJERES
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150136;LIMA METROPOLITANA;LIMA;SAN MIGUEL;CEM242;SAN MIGUEL - LIMA;1;0;1;0;0;0;0;;;;;;
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;170102;MADRE DE DIOS;TAMBOPATA;INAMBARI;CEM243;INAMBARI;2;1;1;0;0;0;0;;;;;;
2016;ENE - DIC;13/1/2017;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;CEM245;SAN JUAN BAUTISTA;1;0;0;0;0;0;1;;;;;;
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;030101;APURÍMAC;ABANCAY;ABANCAY;CEM001;ABANCAY;1;0;1;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;090201;HUANCAVELICA;ACOBAMBA;ACOBAMBA;CEM002;ACOBAMBA;1;0;1;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;100201;HUÁNUCO;AMBO;AMBO;CEM003;AMBO;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;050101;AYACUCHO;HUAMANGA;AYACUCHO;CEM007;HUAMANGA;4;2;1;0;1;0;0;0;0;1;2;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;120301;AMAZONAS;BAGUA;BAGUA;CEM008;BAGUA;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;CEM009;CAJAMARCA;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;070101;CALLAO;CALLAO;CALLAO;CEM010;CALLAO;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;040201;AREQUIPA;CAMANA;CAMANA;CEM011;CAMANA;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150507;LIMA PROVINCIAS;CAÑETE;IMPERIAL;CEM013;IMPERIAL;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150106;LIMA METROPOLITANA;LIMA;CARABAYLLO;CEM014;CARABAYLLO;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;040101;AREQUIPA;AREQUIPA;AREQUIPA;CEM015;AREQUIPA;4;4;0;0;0;0;0;0;0;0;3;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;CEM018;CHICLAYO;5;4;1;0;0;0;0;0;0;0;3;2;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;120107;JUNÍN;HUANCAYO;CHILCA;CEM019;CHILCA;2;1;0;0;1;0;0;0;1;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;021801;ÁNCASH;SANTA;CHIMBOTE;CEM020;CHIMBOTE;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;130203;LA LIBERTAD;ASCOPE;CHOCOPE;CEM023;CHOCOPE;1;0;0;0;0;1;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;060401;CAJAMARCA;CHOTA;CHOTA;CEM024;CHOTA;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150110;LIMA METROPOLITANA;LIMA;COMAS;CEM029;COMAS;1;0;1;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;080108;CUSCO;CUSCO;WANCHAQ;CEM031;CUSCO;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150111;LIMA METROPOLITANA;LIMA;EL AGUSTINO;CEM032;EL AGUSTINO;4;3;1;0;0;0;0;0;1;0;3;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;080801;CUSCO;ESPINAR;ESPINAR;CEM033;ESPINAR;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;090101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;CEM038;HUANCAVELICA;2;1;1;0;0;0;0;0;0;0;1;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;120101;JUNÍN;HUANCAYO;HUANCAYO;CEM039;HUANCAYO;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;100102;HUÁNUCO;HUÁNUCO;AMARILIS;CEM041;HUÁNUCO;1;0;1;0;0;0;0;0;0;1;0;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;020101;ÁNCASH;HUARAZ;HUARAZ;CEM042;HUARAZ;1;0;0;0;0;1;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150112;LIMA METROPOLITANA;LIMA;INDEPENDENCIA;CEM050;INDEPENDENCIA;1;0;1;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;160108;LORETO;MAYNAS;PUNCHANA;CEM051;IQUITOS;2;1;0;1;0;0;0;0;0;0;0;1;1
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;120401;JUNÍN;JAUJA;JAUJA;CEM053;JAUJA;1;0;1;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;211101;PUNO;SAN ROMÁN;JULIACA;CEM054;JULIACA;4;1;2;1;0;0;0;0;0;0;3;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;080907;CUSCO;LA CONVENCIÓN;KIMBIRI;CEM055;KIMBIRI;1;0;0;1;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;050501;AYACUCHO;LA MAR;SAN MIGUEL;CEM057;LA MAR;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150134;LIMA METROPOLITANA;LIMA;SAN LUIS;CEM058;SAN LUIS;1;0;0;0;0;0;1;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;050601;AYACUCHO;LUCANAS;PUQUIO;CEM062;LUCANAS;1;0;0;0;0;0;1;0;0;0;0;0;1
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;CEM063;MADRE DE DIOS;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;040110;AREQUIPA;AREQUIPA;MIRAFLORES;CEM066;MIRAFLORES;1;0;0;1;0;0;0;1;0;0;0;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;220101;SAN MARTÍN;MOYOBAMBA;MOYOBAMBA;CEM068;MOYOBAMBA;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;110301;ICA;NASCA;NASCA;CEM069;NASCA;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;021809;ÁNCASH;SANTA;NUEVO CHIMBOTE;CEM071;NUEVO CHIMBOTE;1;0;0;0;0;1;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;190301;PASCO;OXAPAMPA;OXAPAMPA;CEM073;OXAPAMPA;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150133;LIMA METROPOLITANA;LIMA;SAN JUAN DE MIRAFLORES;CEM076;SAN JUAN DE MIRAFLORES;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;110501;ICA;PISCO;PISCO;CEM081;PISCO;2;1;1;0;0;0;0;0;0;0;1;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;200104;PIURA;PIURA;CASTILLA;CEM082;PIURA;2;0;2;0;0;0;0;0;0;0;2;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150114;LIMA METROPOLITANA;LIMA;LA MOLINA;CEM087;LA MOLINA;2;2;0;0;0;0;0;0;0;0;1;0;1
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150132;LIMA METROPOLITANA;LIMA;SAN JUAN DE LURIGANCHO;CEM088;SAN JUAN DE LURIGANCHO;3;0;3;0;0;0;0;0;0;0;2;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150140;LIMA METROPOLITANA;LIMA;SANTIAGO DE SURCO;CEM096;SURCO;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150141;LIMA METROPOLITANA;LIMA;SURQUILLO;CEM097;SURQUILLO;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;230101;TACNA;TACNA;TACNA;CEM098;TACNA;1;0;1;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;220901;SAN MARTÍN;SAN MARTÍN;TARAPOTO;CEM099;TARAPOTO;1;0;1;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;221001;SAN MARTÍN;TOCACHE;TOCACHE;CEM103;TOCACHE;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;CEM104;TRUJILLO;2;2;0;0;0;0;0;0;0;0;2;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;240101;TUMBES;TUMBES;TUMBES;CEM105;TUMBES;1;1;0;0;0;0;0;0;0;0;0;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150142;LIMA METROPOLITANA;LIMA;VILLA EL SALVADOR;CEM109;VILLA EL SALVADOR;5;3;1;0;0;0;1;0;0;1;1;3;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150143;LIMA METROPOLITANA;LIMA;VILLA MARIA DEL TRIUNFO;CEM110;VILLA MARIA DEL TRIUNFO;2;1;1;0;0;0;0;0;0;0;1;1;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;190307;PASCO;OXAPAMPA;VILLA RICA;CEM111;VILLA RICA;1;1;0;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;CEM114;YURIMAGUAS;1;0;0;1;0;0;0;0;1;0;0;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;120901;JUNÍN;CHUPACA;CHUPACA;CEM117;CHUPACA;1;0;0;0;0;1;0;0;0;1;0;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;150125;LIMA METROPOLITANA;LIMA;PUENTE PIEDRA;CEM122;PUENTE PIEDRA;1;0;1;0;0;0;0;0;0;0;1;0;0
2017;ENE - DIC;16/1/2018;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER006;REGISTRO DE TENTATIVA DE FEMINICIDIO;210401;PUNO;CHUCUITO;JULI;CEM123;CHUCUITO;1;1;0;0;0;0;0;0;0;0;1;0;0
